Dataset_Type,File,GA_pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initheuristic_ga_low_mutation_0p4,GA_pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initrandom_r_low_mutation_0p4,GA_pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,GA_pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,GA_pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initheuristic_ga_high_mutation_0p9,GA_pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,GA_pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,GA_pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Greedy
Uniform,Uniform_100_150_40,"{'Objective': 1386, 'Success_Rate': 0.924, 'Time': 180.0297311289978, 'Status': 'VALID'}","{'Objective': 1383, 'Success_Rate': 0.922, 'Time': 180.0381687659974, 'Status': 'VALID'}","{'Objective': 1386, 'Success_Rate': 0.924, 'Time': 180.04065598799934, 'Status': 'VALID'}","{'Objective': 1384, 'Success_Rate': 0.9226666666666666, 'Time': 180.01624494600037, 'Status': 'VALID'}","{'Objective': 1386, 'Success_Rate': 0.924, 'Time': 180.01545450900085, 'Status': 'VALID'}","{'Objective': 1384, 'Success_Rate': 0.9226666666666666, 'Time': 180.01083483600087, 'Status': 'VALID'}","{'Objective': 1386, 'Success_Rate': 0.924, 'Time': 180.01199990499845, 'Status': 'VALID'}","{'Objective': 1383, 'Success_Rate': 0.922, 'Time': 179.99893045299905, 'Status': 'VALID'}",
Uniform,Uniform_150_225_60,"{'Objective': 2134, 'Success_Rate': 0.9484444444444444, 'Time': 360.0296256840011, 'Status': 'VALID'}","{'Objective': 2136, 'Success_Rate': 0.9493333333333334, 'Time': 360.0182325390015, 'Status': 'VALID'}","{'Objective': 2141, 'Success_Rate': 0.9515555555555556, 'Time': 360.0325755769991, 'Status': 'VALID'}","{'Objective': 2140, 'Success_Rate': 0.9511111111111112, 'Time': 360.0100121180003, 'Status': 'VALID'}","{'Objective': 2137, 'Success_Rate': 0.9497777777777778, 'Time': 359.99630124399846, 'Status': 'VALID'}","{'Objective': 2133, 'Success_Rate': 0.948, 'Time': 360.054974314, 'Status': 'VALID'}","{'Objective': 2137, 'Success_Rate': 0.9497777777777778, 'Time': 360.0268814279989, 'Status': 'VALID'}","{'Objective': 2138, 'Success_Rate': 0.9502222222222222, 'Time': 360.0377522469971, 'Status': 'VALID'}",
Uniform,Uniform_200_300_80,"{'Objective': 2909, 'Success_Rate': 0.9696666666666668, 'Time': 360.12098443700233, 'Status': 'VALID'}","{'Objective': 2904, 'Success_Rate': 0.968, 'Time': 360.03790665499764, 'Status': 'VALID'}","{'Objective': 2909, 'Success_Rate': 0.9696666666666668, 'Time': 360.02365782500056, 'Status': 'VALID'}","{'Objective': 2905, 'Success_Rate': 0.9683333333333334, 'Time': 360.0557134080009, 'Status': 'VALID'}","{'Objective': 2902, 'Success_Rate': 0.9673333333333334, 'Time': 360.03854665999825, 'Status': 'VALID'}","{'Objective': 2904, 'Success_Rate': 0.968, 'Time': 360.1218868169999, 'Status': 'VALID'}","{'Objective': 2904, 'Success_Rate': 0.968, 'Time': 360.02411379299883, 'Status': 'VALID'}","{'Objective': 2906, 'Success_Rate': 0.9686666666666668, 'Time': 360.08420904500235, 'Status': 'VALID'}",
Uniform,Uniform_20_30_10,"{'Objective': 191, 'Success_Rate': 0.955, 'Time': 19.95588266300001, 'Status': 'VALID'}","{'Objective': 189, 'Success_Rate': 0.945, 'Time': 20.00487612300094, 'Status': 'VALID'}","{'Objective': 189, 'Success_Rate': 0.945, 'Time': 20.004349986000307, 'Status': 'VALID'}","{'Objective': 188, 'Success_Rate': 0.94, 'Time': 20.005106398999487, 'Status': 'VALID'}","{'Objective': 188, 'Success_Rate': 0.94, 'Time': 20.000781651999205, 'Status': 'VALID'}","{'Objective': 190, 'Success_Rate': 0.95, 'Time': 19.96999906899873, 'Status': 'VALID'}","{'Objective': 189, 'Success_Rate': 0.945, 'Time': 19.956897204998317, 'Status': 'VALID'}","{'Objective': 189, 'Success_Rate': 0.945, 'Time': 19.980450173001373, 'Status': 'VALID'}",
Uniform,Uniform_300_450_120,"{'Objective': 4277, 'Success_Rate': 0.9506557012669482, 'Time': 360.2272863170001, 'Status': 'VALID'}","{'Objective': 4276, 'Success_Rate': 0.9504334296510336, 'Time': 360.18308193300254, 'Status': 'VALID'}","{'Objective': 4279, 'Success_Rate': 0.9511002444987776, 'Time': 360.15913664899927, 'Status': 'VALID'}","{'Objective': 4272, 'Success_Rate': 0.949544343187375, 'Time': 360.0258368700015, 'Status': 'VALID'}","{'Objective': 4279, 'Success_Rate': 0.9511002444987776, 'Time': 360.0951142570011, 'Status': 'VALID'}","{'Objective': 4281, 'Success_Rate': 0.9515447877306068, 'Time': 360.0335957139978, 'Status': 'VALID'}","{'Objective': 4277, 'Success_Rate': 0.9506557012669482, 'Time': 360.16561737899974, 'Status': 'VALID'}","{'Objective': 4278, 'Success_Rate': 0.9508779728828628, 'Time': 360.0368073339996, 'Status': 'VALID'}",
Uniform,Uniform_500_750_200,"{'Objective': 7287, 'Success_Rate': 0.9716, 'Time': 600.4996022999985, 'Status': 'VALID'}","{'Objective': 7290, 'Success_Rate': 0.972, 'Time': 600.1736218860024, 'Status': 'VALID'}","{'Objective': 7292, 'Success_Rate': 0.9722666666666666, 'Time': 600.2215540119978, 'Status': 'VALID'}","{'Objective': 7289, 'Success_Rate': 0.9718666666666668, 'Time': 600.1940786859996, 'Status': 'VALID'}","{'Objective': 7287, 'Success_Rate': 0.9716, 'Time': 600.497529622, 'Status': 'VALID'}","{'Objective': 7280, 'Success_Rate': 0.9706666666666668, 'Time': 600.0424335240023, 'Status': 'VALID'}","{'Objective': 7287, 'Success_Rate': 0.9716, 'Time': 600.1581318600001, 'Status': 'VALID'}","{'Objective': 7295, 'Success_Rate': 0.9726666666666668, 'Time': 600.151209292002, 'Status': 'VALID'}",
Uniform,Uniform_50_75_20,"{'Objective': 649, 'Success_Rate': 0.8653333333333333, 'Time': 90.00960752600076, 'Status': 'VALID'}","{'Objective': 641, 'Success_Rate': 0.8546666666666667, 'Time': 90.00639337999928, 'Status': 'VALID'}","{'Objective': 648, 'Success_Rate': 0.864, 'Time': 90.00934800599862, 'Status': 'VALID'}","{'Objective': 641, 'Success_Rate': 0.8546666666666667, 'Time': 90.012827767001, 'Status': 'VALID'}","{'Objective': 648, 'Success_Rate': 0.864, 'Time': 90.0129910479991, 'Status': 'VALID'}","{'Objective': 645, 'Success_Rate': 0.86, 'Time': 89.96015092699963, 'Status': 'VALID'}","{'Objective': 648, 'Success_Rate': 0.864, 'Time': 90.00797374099966, 'Status': 'VALID'}","{'Objective': 647, 'Success_Rate': 0.8626666666666667, 'Time': 90.01324962899889, 'Status': 'VALID'}",
Uniform,Uniform_800_1200_320,"{'Objective': 11747, 'Success_Rate': 0.9789166666666668, 'Time': 900.381983018, 'Status': 'VALID'}","{'Objective': 11747, 'Success_Rate': 0.9789166666666668, 'Time': 900.5074052599994, 'Status': 'VALID'}","{'Objective': 11760, 'Success_Rate': 0.98, 'Time': 901.091544166, 'Status': 'VALID'}","{'Objective': 11754, 'Success_Rate': 0.9795, 'Time': 900.4050106989998, 'Status': 'VALID'}","{'Objective': 11758, 'Success_Rate': 0.9798333333333332, 'Time': 900.8695162619988, 'Status': 'VALID'}","{'Objective': 11747, 'Success_Rate': 0.9789166666666668, 'Time': 900.4713351879982, 'Status': 'VALID'}","{'Objective': 11755, 'Success_Rate': 0.9795833333333334, 'Time': 900.6952259069985, 'Status': 'VALID'}","{'Objective': 11749, 'Success_Rate': 0.9790833333333332, 'Time': 900.7969008660002, 'Status': 'VALID'}",
Uniform,Uniform_80_120_32,"{'Objective': 1126, 'Success_Rate': 0.9383333333333334, 'Time': 180.01235335199817, 'Status': 'VALID'}","{'Objective': 1122, 'Success_Rate': 0.935, 'Time': 180.02321984000082, 'Status': 'VALID'}","{'Objective': 1126, 'Success_Rate': 0.9383333333333334, 'Time': 180.02341171800072, 'Status': 'VALID'}","{'Objective': 1123, 'Success_Rate': 0.9358333333333332, 'Time': 180.02053658300065, 'Status': 'VALID'}","{'Objective': 1126, 'Success_Rate': 0.9383333333333334, 'Time': 180.0130195089987, 'Status': 'VALID'}","{'Objective': 1123, 'Success_Rate': 0.9358333333333332, 'Time': 180.0064402499993, 'Status': 'VALID'}","{'Objective': 1126, 'Success_Rate': 0.9383333333333334, 'Time': 180.0254398470006, 'Status': 'VALID'}","{'Objective': 1123, 'Success_Rate': 0.9358333333333332, 'Time': 180.01590832100192, 'Status': 'VALID'}",
Uniform_1000_1500_400,Uniform_1000_1500_400,,,,,,,,,"{'Objective': 14657, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Uniform_100_150_40,Uniform_100_150_40,,,,,,,,,"{'Objective': 1387, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Uniform_150_225_60,Uniform_150_225_60,,,,,,,,,"{'Objective': 2120, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Uniform_200_300_80,Uniform_200_300_80,,,,,,,,,"{'Objective': 2875, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Uniform_20_30_10,Uniform_20_30_10,,,,,,,,,"{'Objective': 184, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Uniform_300_450_120,Uniform_300_450_120,,,,,,,,,"{'Objective': 4281, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Uniform_500_750_200,Uniform_500_750_200,,,,,,,,,"{'Objective': 7266, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Uniform_50_75_20,Uniform_50_75_20,,,,,,,,,"{'Objective': 648, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Uniform_800_1200_320,Uniform_800_1200_320,,,,,,,,,"{'Objective': 11684, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
Uniform_80_120_32,Uniform_80_120_32,,,,,,,,,"{'Objective': 1126, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
hustack,hustack01,"{'Objective': 169, 'Success_Rate': 0.9441340782122905, 'Time': 19.979163705000246, 'Status': 'VALID'}","{'Objective': 169, 'Success_Rate': 0.9441340782122905, 'Time': 19.999523577000215, 'Status': 'VALID'}","{'Objective': 169, 'Success_Rate': 0.9441340782122905, 'Time': 19.976626985997427, 'Status': 'VALID'}","{'Objective': 169, 'Success_Rate': 0.9441340782122905, 'Time': 20.00317694700061, 'Status': 'VALID'}","{'Objective': 169, 'Success_Rate': 0.9441340782122905, 'Time': 20.002289819, 'Status': 'VALID'}","{'Objective': 169, 'Success_Rate': 0.9441340782122905, 'Time': 20.003488548998572, 'Status': 'VALID'}","{'Objective': 169, 'Success_Rate': 0.9441340782122905, 'Time': 19.997771054000623, 'Status': 'VALID'}","{'Objective': 169, 'Success_Rate': 0.9441340782122905, 'Time': 20.003083837000304, 'Status': 'VALID'}",
hustack,hustack02,"{'Objective': 167, 'Success_Rate': 0.8186274509803921, 'Time': 44.9519434190006, 'Status': 'VALID'}","{'Objective': 167, 'Success_Rate': 0.8186274509803921, 'Time': 44.997349426001165, 'Status': 'VALID'}","{'Objective': 167, 'Success_Rate': 0.8186274509803921, 'Time': 45.00015350000103, 'Status': 'VALID'}","{'Objective': 167, 'Success_Rate': 0.8186274509803921, 'Time': 44.96994529100266, 'Status': 'VALID'}","{'Objective': 167, 'Success_Rate': 0.8186274509803921, 'Time': 45.002448604001984, 'Status': 'VALID'}","{'Objective': 167, 'Success_Rate': 0.8186274509803921, 'Time': 45.002423597001325, 'Status': 'VALID'}","{'Objective': 167, 'Success_Rate': 0.8186274509803921, 'Time': 44.98171990999981, 'Status': 'VALID'}","{'Objective': 167, 'Success_Rate': 0.8186274509803921, 'Time': 45.00307365400295, 'Status': 'VALID'}",
hustack,hustack03,"{'Objective': 37, 'Success_Rate': 0.9487179487179488, 'Time': 19.96852379099801, 'Status': 'VALID'}","{'Objective': 37, 'Success_Rate': 0.9487179487179488, 'Time': 19.98005768400253, 'Status': 'VALID'}","{'Objective': 37, 'Success_Rate': 0.9487179487179488, 'Time': 19.96320770099919, 'Status': 'VALID'}","{'Objective': 37, 'Success_Rate': 0.9487179487179488, 'Time': 19.9553920699982, 'Status': 'VALID'}","{'Objective': 37, 'Success_Rate': 0.9487179487179488, 'Time': 19.95885555299901, 'Status': 'VALID'}","{'Objective': 37, 'Success_Rate': 0.9487179487179488, 'Time': 19.964730692001467, 'Status': 'VALID'}","{'Objective': 37, 'Success_Rate': 0.9487179487179488, 'Time': 19.96080720299869, 'Status': 'VALID'}","{'Objective': 37, 'Success_Rate': 0.9487179487179488, 'Time': 19.954651447002107, 'Status': 'VALID'}",
hustack,hustack04,"{'Objective': 227, 'Success_Rate': 0.7643097643097643, 'Time': 45.002490701997885, 'Status': 'VALID'}","{'Objective': 227, 'Success_Rate': 0.7643097643097643, 'Time': 45.00514250800188, 'Status': 'VALID'}","{'Objective': 227, 'Success_Rate': 0.7643097643097643, 'Time': 44.98831655899994, 'Status': 'VALID'}","{'Objective': 227, 'Success_Rate': 0.7643097643097643, 'Time': 45.00419092000084, 'Status': 'VALID'}","{'Objective': 227, 'Success_Rate': 0.7643097643097643, 'Time': 45.00437546399917, 'Status': 'VALID'}","{'Objective': 227, 'Success_Rate': 0.7643097643097643, 'Time': 45.00383244400291, 'Status': 'VALID'}","{'Objective': 227, 'Success_Rate': 0.7643097643097643, 'Time': 45.00340562600104, 'Status': 'VALID'}","{'Objective': 227, 'Success_Rate': 0.7643097643097643, 'Time': 44.96939715500048, 'Status': 'VALID'}",
hustack,hustack05,"{'Objective': 318, 'Success_Rate': 0.8907563025210085, 'Time': 45.00528190399928, 'Status': 'VALID'}","{'Objective': 318, 'Success_Rate': 0.8907563025210085, 'Time': 44.97773954599688, 'Status': 'VALID'}","{'Objective': 318, 'Success_Rate': 0.8907563025210085, 'Time': 45.00401241900181, 'Status': 'VALID'}","{'Objective': 318, 'Success_Rate': 0.8907563025210085, 'Time': 45.00555498799804, 'Status': 'VALID'}","{'Objective': 318, 'Success_Rate': 0.8907563025210085, 'Time': 45.00376238699755, 'Status': 'VALID'}","{'Objective': 318, 'Success_Rate': 0.8907563025210085, 'Time': 45.006843701001344, 'Status': 'VALID'}","{'Objective': 318, 'Success_Rate': 0.8907563025210085, 'Time': 45.006807770001615, 'Status': 'VALID'}","{'Objective': 318, 'Success_Rate': 0.8907563025210085, 'Time': 44.9700468939991, 'Status': 'VALID'}",
hustack,hustack06,"{'Objective': 69, 'Success_Rate': 0.8846153846153846, 'Time': 19.960819658001128, 'Status': 'VALID'}","{'Objective': 69, 'Success_Rate': 0.8846153846153846, 'Time': 19.967873563997276, 'Status': 'VALID'}","{'Objective': 69, 'Success_Rate': 0.8846153846153846, 'Time': 19.962081356999988, 'Status': 'VALID'}","{'Objective': 69, 'Success_Rate': 0.8846153846153846, 'Time': 19.990777889997844, 'Status': 'VALID'}","{'Objective': 69, 'Success_Rate': 0.8846153846153846, 'Time': 19.98607527400236, 'Status': 'VALID'}","{'Objective': 69, 'Success_Rate': 0.8846153846153846, 'Time': 19.957124087999546, 'Status': 'VALID'}","{'Objective': 69, 'Success_Rate': 0.8846153846153846, 'Time': 19.986499048998667, 'Status': 'VALID'}","{'Objective': 69, 'Success_Rate': 0.8846153846153846, 'Time': 19.964393592003034, 'Status': 'VALID'}",
hustack,hustack07,"{'Objective': 200, 'Success_Rate': 0.8264462809917356, 'Time': 45.004882446999545, 'Status': 'VALID'}","{'Objective': 200, 'Success_Rate': 0.8264462809917356, 'Time': 44.98300449599992, 'Status': 'VALID'}","{'Objective': 200, 'Success_Rate': 0.8264462809917356, 'Time': 44.964076388998365, 'Status': 'VALID'}","{'Objective': 200, 'Success_Rate': 0.8264462809917356, 'Time': 45.00532142599696, 'Status': 'VALID'}","{'Objective': 200, 'Success_Rate': 0.8264462809917356, 'Time': 45.0041810340008, 'Status': 'VALID'}","{'Objective': 200, 'Success_Rate': 0.8264462809917356, 'Time': 45.00382477699896, 'Status': 'VALID'}","{'Objective': 200, 'Success_Rate': 0.8264462809917356, 'Time': 45.002359722999245, 'Status': 'VALID'}","{'Objective': 200, 'Success_Rate': 0.8264462809917356, 'Time': 45.00237038399791, 'Status': 'VALID'}",
hustack,hustack08,"{'Objective': 148, 'Success_Rate': 0.8809523809523809, 'Time': 20.0027623820024, 'Status': 'VALID'}","{'Objective': 148, 'Success_Rate': 0.8809523809523809, 'Time': 19.96916754100312, 'Status': 'VALID'}","{'Objective': 148, 'Success_Rate': 0.8809523809523809, 'Time': 19.9791780609994, 'Status': 'VALID'}","{'Objective': 148, 'Success_Rate': 0.8809523809523809, 'Time': 20.00336438100203, 'Status': 'VALID'}","{'Objective': 148, 'Success_Rate': 0.8809523809523809, 'Time': 19.96851962499932, 'Status': 'VALID'}","{'Objective': 148, 'Success_Rate': 0.8809523809523809, 'Time': 20.0018161980006, 'Status': 'VALID'}","{'Objective': 148, 'Success_Rate': 0.8809523809523809, 'Time': 19.953630481999426, 'Status': 'VALID'}","{'Objective': 148, 'Success_Rate': 0.8809523809523809, 'Time': 20.00277733099938, 'Status': 'VALID'}",
hustack,hustack09,"{'Objective': 284, 'Success_Rate': 0.8685015290519877, 'Time': 45.00608030100193, 'Status': 'VALID'}","{'Objective': 284, 'Success_Rate': 0.8685015290519877, 'Time': 45.002771788000246, 'Status': 'VALID'}","{'Objective': 284, 'Success_Rate': 0.8685015290519877, 'Time': 45.004633462998754, 'Status': 'VALID'}","{'Objective': 284, 'Success_Rate': 0.8685015290519877, 'Time': 44.99216575099854, 'Status': 'VALID'}","{'Objective': 284, 'Success_Rate': 0.8685015290519877, 'Time': 44.972063417000754, 'Status': 'VALID'}","{'Objective': 284, 'Success_Rate': 0.8685015290519877, 'Time': 44.98360793499887, 'Status': 'VALID'}","{'Objective': 284, 'Success_Rate': 0.8685015290519877, 'Time': 45.00290341399887, 'Status': 'VALID'}","{'Objective': 284, 'Success_Rate': 0.8685015290519877, 'Time': 45.00375772299958, 'Status': 'VALID'}",
hustack,hustack10,"{'Objective': 12, 'Success_Rate': 1.0, 'Time': 0.0001408620009897, 'Status': 'VALID'}","{'Objective': 12, 'Success_Rate': 1.0, 'Time': 19.95274345399957, 'Status': 'VALID'}","{'Objective': 12, 'Success_Rate': 1.0, 'Time': 0.0001541479978186, 'Status': 'VALID'}","{'Objective': 12, 'Success_Rate': 1.0, 'Time': 19.95418187299947, 'Status': 'VALID'}","{'Objective': 12, 'Success_Rate': 1.0, 'Time': 0.0001485259999753, 'Status': 'VALID'}","{'Objective': 12, 'Success_Rate': 1.0, 'Time': 19.953194048001023, 'Status': 'VALID'}","{'Objective': 12, 'Success_Rate': 1.0, 'Time': 0.0001571960019646, 'Status': 'VALID'}","{'Objective': 12, 'Success_Rate': 1.0, 'Time': 19.95227210899975, 'Status': 'VALID'}",
hustack01,hustack01,,,,,,,,,"{'Objective': 169, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
hustack02,hustack02,,,,,,,,,"{'Objective': 167, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
hustack03,hustack03,,,,,,,,,"{'Objective': 37, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
hustack04,hustack04,,,,,,,,,"{'Objective': 227, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
hustack05,hustack05,,,,,,,,,"{'Objective': 318, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
hustack06,hustack06,,,,,,,,,"{'Objective': 69, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
hustack07,hustack07,,,,,,,,,"{'Objective': 200, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
hustack08,hustack08,,,,,,,,,"{'Objective': 147, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
hustack09,hustack09,,,,,,,,,"{'Objective': 283, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
hustack10,hustack10,,,,,,,,,"{'Objective': 12, 'Success_Rate': '-', 'Time': '-', 'Status': 'Success'}"
