Algorithm,Experiment,Dataset,File,Objective,Success_Rate,Greedy_Baseline,GA_Best,Difference_vs_Greedy,Avg_Time,Status,Population,Elite,Crossover_Rate,Mutation_Rate,Crossover_Type,Mutation_Type
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initrandom_r_low_mutation_0p4,Uniform,Uniform_800_1200_320,11747,0.9789166666666668,11684,11747,63,900.5074052599994,VALID,40,5,0.85,0.4,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initrandom_r_low_mutation_0p4,Uniform,Uniform_1000_1500_400,14654,0.9769333333333332,14661,14654,-7,901.0457673359996,VALID,40,5,0.85,0.4,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initrandom_r_low_mutation_0p4,hustack,hustack01,169,0.9441340782122905,169,169,0,19.999523577000215,VALID,40,5,0.85,0.4,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initrandom_r_low_mutation_0p4,hustack,hustack02,167,0.8186274509803921,167,167,0,44.997349426001165,VALID,40,5,0.85,0.4,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initrandom_r_low_mutation_0p4,hustack,hustack03,37,0.9487179487179488,37,37,0,19.98005768400253,VALID,40,5,0.85,0.4,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initrandom_r_low_mutation_0p4,hustack,hustack04,227,0.7643097643097643,227,227,0,45.00514250800188,VALID,40,5,0.85,0.4,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initrandom_r_low_mutation_0p4,hustack,hustack05,318,0.8907563025210085,318,318,0,44.97773954599688,VALID,40,5,0.85,0.4,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initrandom_r_low_mutation_0p4,hustack,hustack06,69,0.8846153846153846,69,69,0,19.967873563997276,VALID,40,5,0.85,0.4,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initrandom_r_low_mutation_0p4,hustack,hustack07,200,0.8264462809917356,200,200,0,44.98300449599992,VALID,40,5,0.85,0.4,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initrandom_r_low_mutation_0p4,hustack,hustack08,148,0.8809523809523809,146,148,2,19.96916754100312,VALID,40,5,0.85,0.4,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initrandom_r_low_mutation_0p4,hustack,hustack09,284,0.8685015290519877,283,284,1,45.002771788000246,VALID,40,5,0.85,0.4,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p4_mixed_tk3_initrandom_r_low_mutation_0p4,hustack,hustack10,12,1.0,12,12,0,19.95274345399957,VALID,40,5,0.85,0.4,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Adversarial,Adversarial_20_30_10,157,0.785,157,157,0,20.005030981999997,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Adversarial,Adversarial_50_75_20,493,0.6573333333333333,493,493,0,90.01926280100002,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Adversarial,Adversarial_80_120_32,1064,0.8866666666666667,1064,1064,0,180.01239835800004,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Adversarial,Adversarial_100_150_40,1390,0.9266666666666666,1390,1390,0,180.0358074840001,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Adversarial,Adversarial_150_225_60,2022,0.8986666666666666,2022,2022,0,360.0203581249999,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Adversarial,Adversarial_200_300_80,2681,0.8936666666666667,2681,2681,0,360.0366603089999,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Adversarial,Adversarial_300_450_120,3924,0.872,3924,3924,0,360.052974836,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Adversarial,Adversarial_500_750_200,6630,0.8841178823843179,6630,6630,0,600.0934912849998,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Adversarial,Adversarial_800_1200_320,10608,0.884,10608,10608,0,900.156143706,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Adversarial,Adversarial_1000_1500_400,13211,0.8807333333333334,13211,13211,0,900.6129879350001,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Exponential,Exponential_20_30_10,188,0.94,188,188,0,19.98982221499955,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Exponential,Exponential_50_75_20,376,0.5013333333333333,376,376,0,90.01599212300061,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Exponential,Exponential_80_120_32,760,0.6333333333333333,760,760,0,180.02266077600052,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Exponential,Exponential_100_150_40,1121,0.7473333333333333,1112,1121,9,180.0315957849998,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Exponential,Exponential_150_225_60,1936,0.8604444444444445,1936,1936,0,360.04026611599966,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Exponential,Exponential_200_300_80,2478,0.826,2478,2478,0,360.0327662999998,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Exponential,Exponential_300_450_120,4030,0.8955555555555555,4030,4030,0,360.0809795770001,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Exponential,Exponential_500_750_200,6993,0.9324,6993,6993,0,600.2148635629992,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Exponential,Exponential_800_1200_320,11450,0.9541666666666668,11450,11450,0,900.6693924950005,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Exponential,Exponential_1000_1500_400,14414,0.9609333333333332,14414,14414,0,900.3349646430006,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Gaussian,Gaussian_20_30_10,162,0.81,159,162,3,19.96729148799932,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Gaussian,Gaussian_50_75_20,687,0.916,687,687,0,90.00836832099958,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Gaussian,Gaussian_80_120_32,1157,0.9641666666666666,1151,1157,6,180.01176993400077,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Gaussian,Gaussian_100_150_40,1437,0.958,1432,1437,5,180.02643413999976,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Gaussian,Gaussian_150_225_60,2195,0.9755555555555556,2171,2195,24,360.0624325440004,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Gaussian,Gaussian_200_300_80,2925,0.975,2904,2925,21,360.0504950750001,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Gaussian,Gaussian_300_450_120,4378,0.9728888888888888,4363,4378,15,360.0544654080004,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Gaussian,Gaussian_500_750_200,7410,0.98813175090012,7400,7410,10,600.0532764679992,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Gaussian,Gaussian_800_1200_320,11804,0.9836666666666668,11787,11804,17,900.2652810360014,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Gaussian,Gaussian_1000_1500_400,14801,0.9867333333333334,14770,14801,31,901.486282901,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Poisson,Poisson_20_30_10,144,0.72,140,144,4,20.00469941099982,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Poisson,Poisson_50_75_20,620,0.8266666666666667,620,620,0,89.99161176400048,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Poisson,Poisson_80_120_32,1121,0.9341666666666668,1114,1121,7,180.00756094499957,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Poisson,Poisson_100_150_40,1417,0.9446666666666668,1417,1417,0,180.01772711800004,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Poisson,Poisson_150_225_60,2216,0.9848888888888888,2213,2216,3,360.01753763000124,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Poisson,Poisson_200_300_80,2957,0.9856666666666668,2932,2957,25,360.069167611,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Poisson,Poisson_300_450_120,4471,0.9935555555555556,4449,4471,22,360.052741083,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Poisson,Poisson_500_750_200,7319,0.9758666666666668,7312,7319,7,600.114558117999,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Poisson,Poisson_800_1200_320,11805,0.98375,11805,11805,0,900.7052639119993,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Poisson,Poisson_1000_1500_400,14619,0.9746649776651776,14563,14619,56,900.612826519,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Uniform,Uniform_20_30_10,189,0.945,184,189,5,20.004349986000307,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Uniform,Uniform_50_75_20,648,0.864,648,648,0,90.00934800599862,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Uniform,Uniform_80_120_32,1126,0.9383333333333334,1126,1126,0,180.02341171800072,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Uniform,Uniform_100_150_40,1386,0.924,1386,1386,0,180.04065598799934,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Uniform,Uniform_150_225_60,2141,0.9515555555555556,2122,2141,19,360.0325755769991,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Uniform,Uniform_200_300_80,2909,0.9696666666666668,2877,2909,32,360.02365782500056,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Uniform,Uniform_300_450_120,4279,0.9511002444987776,4277,4279,2,360.15913664899927,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Uniform,Uniform_500_750_200,7292,0.9722666666666666,7262,7292,30,600.2215540119978,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Uniform,Uniform_800_1200_320,11760,0.98,11684,11760,76,901.091544166,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,Uniform,Uniform_1000_1500_400,14661,0.9774,14661,14661,0,902.8449906269998,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,hustack,hustack01,169,0.9441340782122905,169,169,0,19.976626985997427,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,hustack,hustack02,167,0.8186274509803921,167,167,0,45.00015350000103,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,hustack,hustack03,37,0.9487179487179488,37,37,0,19.96320770099919,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,hustack,hustack04,227,0.7643097643097643,227,227,0,44.98831655899994,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,hustack,hustack05,318,0.8907563025210085,318,318,0,45.00401241900181,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,hustack,hustack06,69,0.8846153846153846,69,69,0,19.962081356999988,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,hustack,hustack07,200,0.8264462809917356,200,200,0,44.964076388998365,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,hustack,hustack08,148,0.8809523809523809,146,148,2,19.9791780609994,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,hustack,hustack09,284,0.8685015290519877,283,284,1,45.004633462998754,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initheuristic_ga_base_ox_mixed,hustack,hustack10,12,1.0,12,12,0,0.0001541479978186,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Adversarial,Adversarial_20_30_10,157,0.785,157,157,0,19.97861077999994,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Adversarial,Adversarial_50_75_20,490,0.6533333333333333,493,490,-3,90.02413964999994,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Adversarial,Adversarial_80_120_32,1064,0.8866666666666667,1064,1064,0,180.04230873699998,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Adversarial,Adversarial_100_150_40,1388,0.9253333333333332,1390,1388,-2,180.0161635610001,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Adversarial,Adversarial_150_225_60,2008,0.8924444444444445,2022,2008,-14,360.05753356700006,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Adversarial,Adversarial_200_300_80,2671,0.8903333333333333,2681,2671,-10,360.0496797200001,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Adversarial,Adversarial_300_450_120,3898,0.8662222222222222,3924,3898,-26,360.08323025699974,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Adversarial,Adversarial_500_750_200,6581,0.8775836778237098,6630,6581,-49,600.3696486000003,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Adversarial,Adversarial_800_1200_320,10530,0.8775,10608,10530,-78,900.2617927230003,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Adversarial,Adversarial_1000_1500_400,13129,0.8752666666666666,13211,13129,-82,901.0387724690004,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Exponential,Exponential_20_30_10,186,0.93,188,186,-2,20.00455122800031,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Exponential,Exponential_50_75_20,369,0.492,376,369,-7,90.00577691099988,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Exponential,Exponential_80_120_32,746,0.6216666666666667,760,746,-14,180.03075209899998,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Exponential,Exponential_100_150_40,1123,0.7486666666666667,1112,1123,11,180.02636220299974,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Exponential,Exponential_150_225_60,1928,0.8568888888888889,1936,1928,-8,360.0566196999998,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Exponential,Exponential_200_300_80,2456,0.8186666666666667,2478,2456,-22,360.0190578490001,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Exponential,Exponential_300_450_120,4001,0.8891111111111111,4030,4001,-29,360.06509603000086,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Exponential,Exponential_500_750_200,6975,0.93,6993,6975,-18,600.313800031,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Exponential,Exponential_800_1200_320,11396,0.9496666666666668,11450,11396,-54,900.4143433640002,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Exponential,Exponential_1000_1500_400,14389,0.9592666666666668,14414,14389,-25,900.9556596169996,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Gaussian,Gaussian_20_30_10,162,0.81,159,162,3,19.96307619400068,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Gaussian,Gaussian_50_75_20,687,0.916,687,687,0,90.02157435799927,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Gaussian,Gaussian_80_120_32,1157,0.9641666666666666,1151,1157,6,180.02455905399984,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Gaussian,Gaussian_100_150_40,1439,0.9593333333333334,1432,1439,7,179.99592959899928,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Gaussian,Gaussian_150_225_60,2191,0.9737777777777776,2171,2191,20,360.015690137001,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Gaussian,Gaussian_200_300_80,2922,0.974,2904,2922,18,360.0430197810001,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Gaussian,Gaussian_300_450_120,4388,0.9751111111111112,4363,4388,25,360.0502265560008,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Gaussian,Gaussian_500_750_200,7409,0.9879983997866382,7400,7409,9,600.2706233900008,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Gaussian,Gaussian_800_1200_320,11811,0.98425,11787,11811,24,901.7463590749994,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Gaussian,Gaussian_1000_1500_400,14801,0.9867333333333334,14770,14801,31,902.0741992850016,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Poisson,Poisson_20_30_10,145,0.725,140,145,5,20.00362007500007,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Poisson,Poisson_50_75_20,616,0.8213333333333334,620,616,-4,90.00755013400158,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Poisson,Poisson_80_120_32,1119,0.9325,1114,1119,5,180.01053764000062,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Poisson,Poisson_100_150_40,1415,0.9433333333333334,1417,1415,-2,180.028318132001,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Poisson,Poisson_150_225_60,2214,0.984,2213,2214,1,360.04725894699914,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Poisson,Poisson_200_300_80,2948,0.9826666666666668,2932,2948,16,360.0199523830015,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Poisson,Poisson_300_450_120,4471,0.9935555555555556,4449,4471,22,360.1744063140013,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Poisson,Poisson_500_750_200,7325,0.9766666666666668,7312,7325,13,600.0604840619999,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Poisson,Poisson_800_1200_320,11790,0.9825,11805,11790,-15,900.8127450020002,VALID,40,5,0.85,0.75,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p75_mixed_tk3_initrandom_r_base_ox_mixed,Poisson,Poisson_1000_1500_400,14641,0.9761317421161412,14563,14641,78,900.4250409499982,VALID,40,5,0.85,0.75,ox,mixed
