Algorithm,Experiment,Dataset,File,Objective,Success_Rate,Greedy_Baseline,GA_Best,Difference_vs_Greedy,Avg_Time,Status,Population,Elite,Crossover_Rate,Mutation_Rate,Crossover_Type,Mutation_Type
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Poisson,Poisson_80_120_32,1119,0.9325,1114,1119,5,180.02140046000022,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Poisson,Poisson_100_150_40,1410,0.94,1417,1410,-7,180.00783907299956,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Poisson,Poisson_150_225_60,2214,0.984,2213,2214,1,360.0337134250003,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Poisson,Poisson_200_300_80,2947,0.9823333333333332,2932,2947,15,360.0689931849993,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Poisson,Poisson_300_450_120,4467,0.9926666666666668,4449,4467,18,360.08098495299964,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Poisson,Poisson_500_750_200,7322,0.9762666666666666,7312,7322,10,600.091727215,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Poisson,Poisson_800_1200_320,11795,0.9829166666666668,11805,11795,-10,900.713306530999,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Poisson,Poisson_1000_1500_400,14631,0.9754650310020668,14563,14631,68,901.4866260790004,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Uniform,Uniform_20_30_10,190,0.95,184,190,6,19.96999906899873,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Uniform,Uniform_50_75_20,645,0.86,648,645,-3,89.96015092699963,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Uniform,Uniform_80_120_32,1123,0.9358333333333332,1126,1123,-3,180.0064402499993,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Uniform,Uniform_100_150_40,1384,0.9226666666666666,1386,1384,-2,180.01083483600087,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Uniform,Uniform_150_225_60,2133,0.948,2122,2133,11,360.054974314,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Uniform,Uniform_200_300_80,2904,0.968,2877,2904,27,360.1218868169999,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Uniform,Uniform_300_450_120,4281,0.9515447877306068,4277,4281,4,360.0335957139978,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Uniform,Uniform_500_750_200,7280,0.9706666666666668,7262,7280,18,600.0424335240023,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Uniform,Uniform_800_1200_320,11747,0.9789166666666668,11684,11747,63,900.4713351879982,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,Uniform,Uniform_1000_1500_400,14643,0.9762,14661,14643,-18,900.9879101719998,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,hustack,hustack01,169,0.9441340782122905,169,169,0,20.003488548998572,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,hustack,hustack02,167,0.8186274509803921,167,167,0,45.002423597001325,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,hustack,hustack03,37,0.9487179487179488,37,37,0,19.964730692001467,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,hustack,hustack04,227,0.7643097643097643,227,227,0,45.00383244400291,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,hustack,hustack05,318,0.8907563025210085,318,318,0,45.006843701001344,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,hustack,hustack06,69,0.8846153846153846,69,69,0,19.957124087999546,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,hustack,hustack07,200,0.8264462809917356,200,200,0,45.00382477699896,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,hustack,hustack08,148,0.8809523809523809,146,148,2,20.0018161980006,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,hustack,hustack09,284,0.8685015290519877,283,284,1,44.98360793499887,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_ox_mut0p9_mixed_tk3_initrandom_r_high_mutation_0p9,hustack,hustack10,12,1.0,12,12,0,19.953194048001023,VALID,40,5,0.85,0.9,ox,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Adversarial,Adversarial_20_30_10,157,0.785,157,157,0,20.001482753999998,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Adversarial,Adversarial_50_75_20,493,0.6573333333333333,493,493,0,90.024143261,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Adversarial,Adversarial_80_120_32,1064,0.8866666666666667,1064,1064,0,180.00879799999996,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Adversarial,Adversarial_100_150_40,1390,0.9266666666666666,1390,1390,0,180.03990762499996,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Adversarial,Adversarial_150_225_60,2022,0.8986666666666666,2022,2022,0,360.02806143500004,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Adversarial,Adversarial_200_300_80,2681,0.8936666666666667,2681,2681,0,360.06307994300005,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Adversarial,Adversarial_300_450_120,3924,0.872,3924,3924,0,360.0675812520001,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Adversarial,Adversarial_500_750_200,6630,0.8841178823843179,6630,6630,0,600.179233333,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Adversarial,Adversarial_800_1200_320,10608,0.884,10608,10608,0,900.639654304,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Adversarial,Adversarial_1000_1500_400,13211,0.8807333333333334,13211,13211,0,900.2890622010004,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Exponential,Exponential_20_30_10,188,0.94,188,188,0,20.00185903100009,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Exponential,Exponential_50_75_20,376,0.5013333333333333,376,376,0,90.00875064199954,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Exponential,Exponential_80_120_32,760,0.6333333333333333,760,760,0,180.0148079849996,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Exponential,Exponential_100_150_40,1123,0.7486666666666667,1112,1123,11,180.01812449499994,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Exponential,Exponential_150_225_60,1936,0.8604444444444445,1936,1936,0,360.02987297100026,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Exponential,Exponential_200_300_80,2478,0.826,2478,2478,0,360.0329104520006,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Exponential,Exponential_300_450_120,4030,0.8955555555555555,4030,4030,0,360.04574162300014,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Exponential,Exponential_500_750_200,6993,0.9324,6993,6993,0,600.2523392269995,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Exponential,Exponential_800_1200_320,11450,0.9541666666666668,11450,11450,0,900.2005871660003,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Exponential,Exponential_1000_1500_400,14414,0.9609333333333332,14414,14414,0,900.644389092,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Gaussian,Gaussian_20_30_10,161,0.805,159,161,2,20.002683213999266,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Gaussian,Gaussian_50_75_20,687,0.916,687,687,0,90.00544656200054,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Gaussian,Gaussian_80_120_32,1156,0.9633333333333334,1151,1156,5,180.03014296000038,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Gaussian,Gaussian_100_150_40,1449,0.966,1432,1449,17,180.02096658399932,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Gaussian,Gaussian_150_225_60,2192,0.9742222222222222,2171,2192,21,360.04850689900013,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Gaussian,Gaussian_200_300_80,2935,0.9783333333333334,2904,2935,31,360.0270239010006,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Gaussian,Gaussian_300_450_120,4385,0.9744444444444444,4363,4385,22,360.0717039479987,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Gaussian,Gaussian_500_750_200,7405,0.987464995332711,7400,7405,5,600.180926821,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Gaussian,Gaussian_800_1200_320,11808,0.984,11787,11808,21,900.1852942309997,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Gaussian,Gaussian_1000_1500_400,14798,0.9865333333333334,14770,14798,28,901.169695638,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Poisson,Poisson_20_30_10,145,0.725,140,145,5,19.95131942199987,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Poisson,Poisson_50_75_20,620,0.8266666666666667,620,620,0,90.0105011100004,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Poisson,Poisson_80_120_32,1118,0.9316666666666666,1114,1118,4,180.02567570700012,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Poisson,Poisson_100_150_40,1417,0.9446666666666668,1417,1417,0,180.03558076899935,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Poisson,Poisson_150_225_60,2213,0.9835555555555556,2213,2213,0,360.0308813149986,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Poisson,Poisson_200_300_80,2958,0.986,2932,2958,26,360.08765928200046,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Poisson,Poisson_300_450_120,4473,0.994,4449,4473,24,360.1545008150006,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Poisson,Poisson_500_750_200,7329,0.9772,7312,7329,17,600.41900747,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Poisson,Poisson_800_1200_320,11833,0.9860833333333332,11805,11833,28,900.5302679340002,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Poisson,Poisson_1000_1500_400,14619,0.9746649776651776,14563,14619,56,901.0347112400012,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Uniform,Uniform_20_30_10,189,0.945,184,189,5,19.956897204998317,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Uniform,Uniform_50_75_20,648,0.864,648,648,0,90.00797374099966,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Uniform,Uniform_80_120_32,1126,0.9383333333333334,1126,1126,0,180.0254398470006,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Uniform,Uniform_100_150_40,1386,0.924,1386,1386,0,180.01199990499845,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Uniform,Uniform_150_225_60,2137,0.9497777777777778,2122,2137,15,360.0268814279989,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Uniform,Uniform_200_300_80,2904,0.968,2877,2904,27,360.02411379299883,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Uniform,Uniform_300_450_120,4277,0.9506557012669482,4277,4277,0,360.16561737899974,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Uniform,Uniform_500_750_200,7287,0.9716,7262,7287,25,600.1581318600001,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Uniform,Uniform_800_1200_320,11755,0.9795833333333334,11684,11755,71,900.6952259069985,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,Uniform,Uniform_1000_1500_400,14661,0.9774,14661,14661,0,902.0843070849988,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,hustack,hustack01,169,0.9441340782122905,169,169,0,19.997771054000623,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,hustack,hustack02,167,0.8186274509803921,167,167,0,44.98171990999981,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,hustack,hustack03,37,0.9487179487179488,37,37,0,19.96080720299869,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,hustack,hustack04,227,0.7643097643097643,227,227,0,45.00340562600104,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,hustack,hustack05,318,0.8907563025210085,318,318,0,45.006807770001615,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,hustack,hustack06,69,0.8846153846153846,69,69,0,19.986499048998667,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,hustack,hustack07,200,0.8264462809917356,200,200,0,45.002359722999245,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,hustack,hustack08,148,0.8809523809523809,146,148,2,19.953630481999426,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,hustack,hustack09,284,0.8685015290519877,283,284,1,45.00290341399887,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initheuristic_ga_pmx_mixed,hustack,hustack10,12,1.0,12,12,0,0.0001571960019646,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Adversarial,Adversarial_20_30_10,156,0.78,157,156,-1,20.002378744,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Adversarial,Adversarial_50_75_20,489,0.652,493,489,-4,90.017951945,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Adversarial,Adversarial_80_120_32,1064,0.8866666666666667,1064,1064,0,180.02600646499997,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Adversarial,Adversarial_100_150_40,1385,0.9233333333333332,1390,1385,-5,180.027969234,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Adversarial,Adversarial_150_225_60,2005,0.8911111111111111,2022,2005,-17,360.0137304269999,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Adversarial,Adversarial_200_300_80,2666,0.8886666666666667,2681,2666,-15,360.0434830030001,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Adversarial,Adversarial_300_450_120,3907,0.8682222222222222,3924,3907,-17,360.095166498,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Adversarial,Adversarial_500_750_200,6582,0.8777170289371916,6630,6582,-48,600.0986985119998,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Adversarial,Adversarial_800_1200_320,10522,0.8768333333333334,10608,10522,-86,900.5030967800003,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Adversarial,Adversarial_1000_1500_400,13140,0.876,13211,13140,-71,900.4833233619997,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Exponential,Exponential_20_30_10,186,0.93,188,186,-2,19.95793487200081,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Exponential,Exponential_50_75_20,369,0.492,376,369,-7,90.0114472260002,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Exponential,Exponential_80_120_32,746,0.6216666666666667,760,746,-14,180.0193884549999,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Exponential,Exponential_100_150_40,1122,0.748,1112,1122,10,180.02501811599996,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Exponential,Exponential_150_225_60,1923,0.8546666666666667,1936,1923,-13,360.00277081399963,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Exponential,Exponential_200_300_80,2455,0.8183333333333334,2478,2455,-23,360.0305463859995,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Exponential,Exponential_300_450_120,4008,0.8906666666666667,4030,4008,-22,360.0844872789994,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Exponential,Exponential_500_750_200,6970,0.9293333333333332,6993,6970,-23,600.0813395590003,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Exponential,Exponential_800_1200_320,11409,0.95075,11450,11409,-41,900.457323091,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Exponential,Exponential_1000_1500_400,14366,0.9577333333333332,14414,14366,-48,900.6462001369991,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Gaussian,Gaussian_20_30_10,163,0.815,159,163,4,20.00319575299909,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Gaussian,Gaussian_50_75_20,687,0.916,687,687,0,90.01408045700009,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Gaussian,Gaussian_80_120_32,1158,0.965,1151,1158,7,180.02328510699954,VALID,40,5,0.85,0.75,pmx,mixed
Pure GA Timetabling,pop40_elite5_cx0p85_pmx_mut0p75_mixed_tk3_initrandom_r_pmx_mixed,Gaussian,Gaussian_100_150_40,1448,0.9653333333333334,1432,1448,16,180.01797655100015,VALID,40,5,0.85,0.75,pmx,mixed
