Iteration,Time_Seconds,Objective_Value,W_Shift,W_Swap,W_Kick
0,0.0,9589,100.0,100.0,100.0
4,0.009937524795532227,9589,74.0,81.0,80.0
9,0.023198604583740234,9589,57.36000000000001,43.912000000000006,80.0
10,0.024252653121948242,9589,57.36000000000001,43.912000000000006,64.0
11,0.025655269622802734,9589,55.888000000000005,43.912000000000006,64.0
13,0.027854204177856445,9589,55.888000000000005,43.912000000000006,50.96000000000001
16,0.03740668296813965,9589,45.76832000000001,36.1296,50.96000000000001
20,0.0440526008605957,9589,29.29172480000001,29.903680000000005,40.76800000000001
30,0.06399106979370117,9589,14.997363097600008,17.750684160000002,16.698572800000008
40,0.08919286727905273,9589,11.997890478080008,9.1781441855488,6.8397354188800055
48,0.10820508003234863,9589,14.0,7.674012278751232,5.471788335104005
50,0.11016583442687988,9589,8.96,7.674012278751232,5.471788335104005
51,0.11145734786987305,9589,17.168,7.674012278751232,5.471788335104005
52,0.11282086372375488,9589,23.7344,7.674012278751232,5.471788335104005
58,0.1223139762878418,9589,19.721610240000004,7.139209823000986,5.0
60,0.12432122230529785,9589,12.621830553600004,7.139209823000986,5.0
63,0.1278524398803711,9589,18.077971554304003,7.139209823000986,5.0
68,0.13863635063171387,9589,19.25592143580365,6.369094286720632,5.0
70,0.14317798614501953,9589,15.404737148642921,6.095275429376506,5.0
71,0.14453625679016113,9589,22.323789718914337,6.095275429376506,5.0
74,0.15032339096069336,9589,17.85903177513147,5.876220343501205,14.0
80,0.15867948532104492,9589,11.429780336084143,5.700976274800964,7.168000000000001
81,0.16002941131591797,9589,19.143824268867313,5.700976274800964,7.168000000000001
83,0.16252732276916504,9589,22.252047532075082,5.700976274800964,7.168000000000001
87,0.17503738403320312,9589,21.393048336422442,5.560781019840771,7.168000000000001
90,0.17928409576416016,9589,23.691550935310364,5.560781019840771,5.734400000000001
91,0.1805415153503418,9589,28.95324074824829,5.560781019840771,5.734400000000001
92,0.18177509307861328,9589,33.162592598598636,5.560781019840771,5.734400000000001
94,0.18418598175048828,9589,31.22405926310313,5.560781019840771,5.734400000000001
95,0.18538451194763184,9589,34.9792474104825,5.560781019840771,5.734400000000001
99,0.19925236701965332,9589,32.386718342708804,5.3588998526980935,5.734400000000001
100,0.20035719871520996,9589,25.909374674167044,5.3588998526980935,5.734400000000001
101,0.20165038108825684,9589,30.727499739333638,5.3588998526980935,5.734400000000001
109,0.2106473445892334,9589,16.444023753334303,5.3588998526980935,5.0
110,0.21163415908813477,9589,16.444023753334303,5.3588998526980935,5.0
115,0.21941494941711426,9589,20.524175202133954,5.287119882158475,5.0
119,0.22358131408691406,9589,18.40670216279407,5.287119882158475,5.0
120,0.22480463981628418,9589,24.725361730235257,5.287119882158475,5.0
121,0.22592782974243164,9589,24.725361730235257,5.287119882158475,14.0
123,0.2281486988067627,9589,29.780289384188208,5.287119882158475,11.200000000000001
126,0.23164010047912598,9589,25.247508164704364,5.287119882158475,11.200000000000001
130,0.2357478141784668,9589,12.926724180328637,5.287119882158475,8.96
133,0.24106979370117188,9589,18.27310347541033,5.22969590572678,8.96
135,0.243455171585083,9589,21.694786224262614,5.22969590572678,8.96
140,0.25109386444091797,9589,13.884663183528074,5.183756724581424,5.734400000000001
143,0.25410914421081543,9589,18.88618443745797,5.183756724581424,5.0
144,0.2553427219390869,9589,25.108947549966377,5.183756724581424,5.0
146,0.25973081588745117,9589,30.087158039973104,5.147005379665139,5.0
147,0.2609527111053467,9589,34.06972643197848,5.147005379665139,5.0
150,0.2660341262817383,9589,21.80462491646623,5.1176043037321115,5.0
152,0.26839780807495117,9589,23.954959946538388,5.1176043037321115,5.0
