dataset,file,obj,total_cc,success_rate,greedy_baseline,ga_best,diff_vs_greedy,time_sec,status,pop_size,elite,crossover_rate,mutation_rate,crossover_type,mutation_type,tournament_k,init_mode,seed,time_limit
Uniform,Uniform_50_75_20,649,750,0.8653333333333333,648,649,1,90.00960752600076,VALID,40,5,0.85,0.4,ox,mixed,3,,42,90
Uniform,Uniform_80_120_32,1126,1200,0.9383333333333334,1126,1126,0,180.01235335199817,VALID,40,5,0.85,0.4,ox,mixed,3,,42,180
Uniform,Uniform_100_150_40,1386,1500,0.924,1386,1386,0,180.0297311289978,VALID,40,5,0.85,0.4,ox,mixed,3,,42,180
Uniform,Uniform_150_225_60,2134,2250,0.9484444444444444,2122,2134,12,360.0296256840011,VALID,40,5,0.85,0.4,ox,mixed,3,,42,360
Uniform,Uniform_200_300_80,2909,3000,0.9696666666666667,2877,2909,32,360.12098443700233,VALID,40,5,0.85,0.4,ox,mixed,3,,42,360
Uniform,Uniform_300_450_120,4277,4499,0.9506557012669482,4277,4277,0,360.2272863170001,VALID,40,5,0.85,0.4,ox,mixed,3,,42,360
Uniform,Uniform_500_750_200,7287,7500,0.9716,7262,7287,25,600.4996022999985,VALID,40,5,0.85,0.4,ox,mixed,3,,42,600
Uniform,Uniform_800_1200_320,11747,12000,0.9789166666666667,11684,11747,63,900.381983018,VALID,40,5,0.85,0.4,ox,mixed,3,,42,900
Uniform,Uniform_1000_1500_400,14661,15000,0.9774,14661,14661,0,900.7218777929993,VALID,40,5,0.85,0.4,ox,mixed,3,,42,900
hustack,hustack01,169,179,0.9441340782122905,169,169,0,19.979163705000246,VALID,40,5,0.85,0.4,ox,mixed,3,,42,20
hustack,hustack02,167,204,0.8186274509803921,167,167,0,44.9519434190006,VALID,40,5,0.85,0.4,ox,mixed,3,,42,45
hustack,hustack03,37,39,0.9487179487179487,37,37,0,19.968523790998006,VALID,40,5,0.85,0.4,ox,mixed,3,,42,20
hustack,hustack04,227,297,0.7643097643097643,227,227,0,45.002490701997885,VALID,40,5,0.85,0.4,ox,mixed,3,,42,45
hustack,hustack05,318,357,0.8907563025210085,318,318,0,45.005281903999276,VALID,40,5,0.85,0.4,ox,mixed,3,,42,45
hustack,hustack06,69,78,0.8846153846153846,69,69,0,19.960819658001128,VALID,40,5,0.85,0.4,ox,mixed,3,,42,20
hustack,hustack07,200,242,0.8264462809917356,200,200,0,45.004882446999545,VALID,40,5,0.85,0.4,ox,mixed,3,,42,45
hustack,hustack08,148,168,0.8809523809523809,146,148,2,20.002762382002402,VALID,40,5,0.85,0.4,ox,mixed,3,,42,20
hustack,hustack09,284,327,0.8685015290519877,283,284,1,45.00608030100193,VALID,40,5,0.85,0.4,ox,mixed,3,,42,45
hustack,hustack10,12,12,1.0,12,12,0,0.00014086200098972768,VALID,40,5,0.85,0.4,ox,mixed,3,,42,20
