Iteration,Time_Seconds,Objective_Value,W_Shift,W_Swap,W_Kick
0,0.0,11991,100.0,100.0,100.0
10,0.030266761779785156,11991,25.0,10.9375,8.75
13,0.03516578674316406,11991,28.125,10.9375,8.75
14,0.03672432899475098,11991,28.125,10.9375,29.375
15,0.038190603256225586,11991,28.125,10.9375,39.6875
19,0.04367685317993164,11991,32.03125,10.9375,12.421875
20,0.045325279235839844,11991,41.015625,10.9375,12.421875
22,0.05818653106689453,11991,45.5078125,7.96875,12.421875
30,0.0831148624420166,11991,5.6884765625,5.185546875,6.2109375
39,0.0992732048034668,11991,5.0,5.0927734375,27.5
40,0.10059952735900879,11991,5.0,5.0927734375,13.75
46,0.11319351196289062,11991,27.5,5.04638671875,5.0
50,0.11925935745239258,11991,28.4375,5.04638671875,5.0
51,0.12099480628967285,11991,39.21875,5.04638671875,5.0
52,0.1226646900177002,11991,44.609375,5.04638671875,5.0
60,0.1395421028137207,11991,27.5,5.0115966796875,5.0
61,0.14116406440734863,11991,38.75,5.0115966796875,5.0
62,0.14289546012878418,11991,44.375,5.0115966796875,5.0
70,0.1648273468017578,11991,5.0,5.0014495849609375,5.0
76,0.18016743659973145,11991,5.0,5.000362396240234,27.5
77,0.18198442459106445,11991,27.5,5.000362396240234,27.5
80,0.18935513496398926,11991,13.75,5.000181198120117,13.75
83,0.19765734672546387,11991,28.4375,5.000090599060059,13.75
87,0.20342421531677246,11991,28.5546875,5.000090599060059,6.875
88,0.20505547523498535,11991,39.27734375,5.000090599060059,6.875
89,0.206648588180542,11991,44.638671875,5.000090599060059,6.875
90,0.20826172828674316,11991,47.3193359375,5.000090599060059,6.875
95,0.22400784492492676,11991,36.829833984375,5.000011324882507,6.875
96,0.22567009925842285,11991,43.4149169921875,5.000011324882507,6.875
97,0.22732138633728027,11991,46.70745849609375,5.000011324882507,6.875
100,0.2349262237548828,11991,11.676864624023438,5.000005662441254,6.875
101,0.23669886589050293,11991,30.83843231201172,5.000005662441254,6.875
104,0.24381685256958008,11991,32.70960807800293,5.000002831220627,6.875
105,0.24544858932495117,11991,41.354804039001465,5.000002831220627,6.875
106,0.2470543384552002,11991,45.67740201950073,5.000002831220627,6.875
107,0.2486114501953125,11991,47.838701009750366,5.000002831220627,6.875
110,0.2532386779785156,11991,30.979837626218796,5.000002831220627,6.875
112,0.25630974769592285,11991,40.4899188131094,5.000002831220627,5.0
113,0.25782322883605957,11991,40.4899188131094,5.000002831220627,27.5
115,0.2607283592224121,11991,45.2449594065547,5.000002831220627,13.75
116,0.2623937129974365,11991,47.62247970327735,5.000002831220627,13.75
117,0.2639920711517334,11991,48.811239851638675,5.000002831220627,13.75
120,0.2684476375579834,11991,37.20280996290967,5.000002831220627,6.875
121,0.27008485794067383,11991,43.601404981454834,5.000002831220627,6.875
124,0.27457189559936523,11991,35.90035124536371,5.000002831220627,5.0
125,0.2761392593383789,11991,42.950175622681854,5.000002831220627,5.0
127,0.2792651653289795,11991,35.737543905670464,5.000002831220627,5.0
128,0.28090858459472656,11991,42.86877195283523,5.000002831220627,5.0
130,0.28380465507507324,11991,10.717192988208808,5.000002831220627,5.0
140,0.32238197326660156,11991,27.679298247052202,5.000000176951289,5.0
142,0.3254849910736084,11991,38.8396491235261,5.000000176951289,5.0
143,0.32706546783447266,11991,38.8396491235261,5.000000176951289,27.5
145,0.3301200866699219,11991,44.41982456176305,5.000000176951289,13.75
149,0.336254358291626,11991,30.55247807022038,5.000000176951289,6.875
150,0.3377249240875244,11991,15.27623903511019,5.000000176951289,6.875
152,0.34077954292297363,11991,32.6381195175551,5.000000176951289,5.0
154,0.3439788818359375,11991,33.15952987938877,5.000000176951289,5.0
156,0.34720921516418457,11991,33.28988246984719,5.000000176951289,5.0
160,0.3529064655303955,11991,16.644941234923596,5.000000176951289,5.0
164,0.3587310314178467,11991,27.5,5.000000176951289,5.0
